Heure ,Anemometre [m/s] ,Accéléromètre (X) [m/s] ,Accéléromètre (Y) [m/s] ,Accéléromètre (Z) [m/s] ,Tachimetre [RPM] ,Relais Frein (0:Activé/1:Désactivé) ,Alimentation (0=Hydro/1=Batterie) ,Relais Moteur ,Relais Lien Alternateur ,Temperature Rotor [C] ,Bouton D'urgence (ON/OFF) ,FAUTE ,VEROUILLAGE ,Vibrations Élevées ,Vitesse Vent Élevée ,Survitesse ,Temperature batterie [C] ,Charge totale [kW-h] ,Voltage batterie [V] ,Courant batterie [A]
12:12 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000 ,-1000
